Cluster	`__mclCluster`	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
47	47	GO:0006457	protein folding	1/2	192/14419	0.0264551295299581	0.040072335028558274	0.005272675661652404	NFYC	1
47	47	GO:0018205	peptidyl-lysine modification	1/2	200/14419	0.027549730332133815	0.040072335028558274	0.005272675661652404	NFYC	1
47	47	GO:0031669	cellular response to nutrient levels	1/2	235/14419	0.03233136954561011	0.044982775019979285	0.00591878618683938	USF2	1
47	47	GO:0031668	cellular response to extracellular stimulus	1/2	261/14419	0.03587581547062291	0.046443995540747525	0.0061110520448352	USF2	1
47	47	GO:1901873	regulation of post-translational protein modification	1/2	264/14419	0.036284371516209	0.046443995540747525	0.0061110520448352	NFYC	1
48	48	GO:0042753	positive regulation of circadian rhythm	2/2	17/14419	1.3083644673569854e-6	1.713957452237651e-4	1.7903934816464012e-5	MTNR1B/CLOCK	2
48	48	GO:0042752	regulation of circadian rhythm	2/2	105/14419	5.2526985233596595e-5	0.0028885224121534517	3.017339602892316e-4	MTNR1B/CLOCK	2
48	48	GO:0050796	regulation of insulin secretion	2/2	155/14419	1.1481860233754151e-4	0.0028885224121534517	3.017339602892316e-4	MTNR1B/CLOCK	2
48	48	GO:0090276	regulation of peptide hormone secretion	2/2	182/14419	1.584564054546829e-4	0.0028885224121534517	3.017339602892316e-4	MTNR1B/CLOCK	2
48	48	GO:0002791	regulation of peptide secretion	2/2	185/14419	1.6373796495894018e-4	0.0028885224121534517	3.017339602892316e-4	MTNR1B/CLOCK	2
48	48	GO:0030073	insulin secretion	2/2	187/14419	1.6730710626327414e-4	0.0028885224121534517	3.017339602892316e-4	MTNR1B/CLOCK	2
48	48	GO:0090087	regulation of peptide transport	2/2	187/14419	1.6730710626327414e-4	0.0028885224121534517	3.017339602892316e-4	MTNR1B/CLOCK	2
48	48	GO:0007623	circadian rhythm	2/2	192/14419	1.7639831524601232e-4	0.0028885224121534517	3.017339602892316e-4	MTNR1B/CLOCK	2
48	48	GO:0030072	peptide hormone secretion	2/2	226/14419	2.4459681310699496e-4	0.0028976350818655746	3.026858663258535e-4	MTNR1B/CLOCK	2
48	48	GO:0002790	peptide secretion	2/2	231/14419	2.5556398584807564e-4	0.0028976350818655746	3.026858663258535e-4	MTNR1B/CLOCK	2
48	48	GO:0046883	regulation of hormone secretion	2/2	237/14419	2.6904206392724565e-4	0.0028976350818655746	3.026858663258535e-4	MTNR1B/CLOCK	2
48	48	GO:0050708	regulation of protein secretion	2/2	240/14419	2.7591097738087017e-4	0.0028976350818655746	3.026858663258535e-4	MTNR1B/CLOCK	2
48	48	GO:0015833	peptide transport	2/2	245/14419	2.8755157300956085e-4	0.0028976350818655746	3.026858663258535e-4	MTNR1B/CLOCK	2
48	48	GO:0048511	rhythmic process	2/2	279/14419	3.730859000630232e-4	0.0034910180648754312	3.6467042863303016e-4	MTNR1B/CLOCK	2
48	48	GO:0046879	hormone secretion	2/2	292/14419	4.08729211471536e-4	0.0035326742524291617	3.690218182529458e-4	MTNR1B/CLOCK	2
48	48	GO:0009914	hormone transport	2/2	300/14419	4.3147166441882893e-4	0.0035326742524291617	3.690218182529458e-4	MTNR1B/CLOCK	2
48	48	GO:0042886	amide transport	2/2	325/14419	5.065102147525388e-4	0.003631447351928523	3.7933961892383126e-4	MTNR1B/CLOCK	2
48	48	GO:0009306	protein secretion	2/2	332/14419	5.285984854661537e-4	0.003631447351928523	3.7933961892383126e-4	MTNR1B/CLOCK	2
48	48	GO:0035592	establishment of protein localization to extracellular region	2/2	333/14419	5.317924340188189e-4	0.003631447351928523	3.7933961892383126e-4	MTNR1B/CLOCK	2
48	48	GO:0071692	protein localization to extracellular region	2/2	340/14419	5.544194430425226e-4	0.003631447351928523	3.7933961892383126e-4	MTNR1B/CLOCK	2
48	48	GO:0023061	signal release	2/2	457/14419	0.0010023995885347675	0.006013426296460139	6.281602398873588e-4	MTNR1B/CLOCK	2
48	48	GO:0051223	regulation of protein transport	2/2	466/14419	0.0010423143251161212	0.006013426296460139	6.281602398873588e-4	MTNR1B/CLOCK	2
48	48	GO:0010817	regulation of hormone levels	2/2	469/14419	0.0010557924031952914	0.006013426296460139	6.281602398873588e-4	MTNR1B/CLOCK	2
48	48	GO:0070201	regulation of establishment of protein localization	2/2	488/14419	0.0011431642126992336	0.0062397713276499825	6.51804156363598e-4	MTNR1B/CLOCK	2
48	48	GO:0010752	regulation of cGMP-mediated signaling	1/2	10/14419	0.0013866258272242638	0.007265919334655142	7.589951896385444e-4	MTNR1B	1
48	48	GO:0042921	glucocorticoid receptor signaling pathway	1/2	13/14419	0.0018024259790156982	0.008745103824113204	9.135102427759873e-4	CLOCK	1
48	48	GO:0051481	negative regulation of cytosolic calcium ion concentration	1/2	13/14419	0.0018024259790156982	0.008745103824113204	9.135102427759873e-4	MTNR1B	1
48	48	GO:0031958	corticosteroid receptor signaling pathway	1/2	14/14419	0.00194100678895881	0.00876799618460704	9.159015701076054e-4	CLOCK	1
48	48	GO:0051775	response to redox state	1/2	14/14419	0.00194100678895881	0.00876799618460704	9.159015701076054e-4	CLOCK	1
48	48	GO:0045187	regulation of circadian sleep/wake cycle, sleep	1/2	15/14419	0.0020795779785750534	0.008805341841522868	9.198026833250083e-4	MTNR1B	1
48	48	GO:0031645	negative regulation of nervous system process	1/2	16/14419	0.0022181395478645394	0.008805341841522868	9.198026833250083e-4	MTNR1B	1
48	48	GO:0050802	circadian sleep/wake cycle, sleep	1/2	16/14419	0.0022181395478645394	0.008805341841522868	9.198026833250083e-4	MTNR1B	1
48	48	GO:0051969	regulation of transmission of nerve impulse	1/2	16/14419	0.0022181395478645394	0.008805341841522868	9.198026833250083e-4	MTNR1B	1
48	48	GO:0022410	circadian sleep/wake cycle process	1/2	19/14419	0.002633766533770565	0.009857811883541259	0.001029743306436612	MTNR1B	1
48	48	GO:0042749	regulation of circadian sleep/wake cycle	1/2	19/14419	0.002633766533770565	0.009857811883541259	0.001029743306436612	MTNR1B	1
48	48	GO:0030431	sleep	1/2	21/14419	0.0029108030894063885	0.01030581634357397	0.0010765416831374978	MTNR1B	1
48	48	GO:0042745	circadian sleep/wake cycle	1/2	21/14419	0.0029108030894063885	0.01030581634357397	0.0010765416831374978	MTNR1B	1
48	48	GO:0003323	type B pancreatic cell development	1/2	23/14419	0.003187801163734405	0.010989525064452816	0.0011479616379098966	CLOCK	1
48	48	GO:0048520	positive regulation of behavior	1/2	25/14419	0.0034647607567543925	0.011638042541918601	0.0012157055286857517	MTNR1B	1
48	48	GO:0009648	photoperiodism	1/2	26/14419	0.0036032261227740836	0.011800565552085123	0.0012326826209490284	CLOCK	1
48	48	GO:0031646	positive regulation of nervous system process	1/2	28/14419	0.0038801279938326383	0.012102303980763705	0.0012642021032537418	MTNR1B	1
48	48	GO:0042634	regulation of hair cycle	1/2	28/14419	0.0038801279938326383	0.012102303980763705	0.0012642021032537418	CLOCK	1
48	48	GO:0003309	type B pancreatic cell differentiation	1/2	29/14419	0.004018564498871058	0.012242603473304851	0.0012788577352588434	CLOCK	1
48	48	GO:0019934	cGMP-mediated signaling	1/2	30/14419	0.004156991383583053	0.012376497073849543	0.0012928442102052558	MTNR1B	1
48	48	GO:0019228	neuronal action potential	1/2	32/14419	0.004433816292025772	0.012907331872341691	0.0013482950127797668	MTNR1B	1
48	48	GO:0002068	glandular epithelial cell development	1/2	35/14419	0.004848981502237226	0.013809056017240797	0.0014424887764092433	CLOCK	1
48	48	GO:0035883	enteroendocrine cell differentiation	1/2	36/14419	0.0049873506649872335	0.013900913555602714	0.0014520841801754542	CLOCK	1
48	48	GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	1/2	37/14419	0.00512571020741015	0.013988917441056868	0.0014612770328142973	CLOCK	1
48	48	GO:0046676	negative regulation of insulin secretion	1/2	38/14419	0.005264060129506087	0.014073303611536683	0.001470091980313193	MTNR1B	1
48	48	GO:0048512	circadian behavior	1/2	40/14419	0.005540731112717356	0.014516715515319474	0.001516410620322645	MTNR1B	1
48	48	GO:0007622	rhythmic behavior	1/2	42/14419	0.005817363614621041	0.014942639872850124	0.001560902517854975	MTNR1B	1
48	48	GO:0090278	negative regulation of peptide hormone secretion	1/2	43/14419	0.005955665435081747	0.015003695615302093	0.0015672803776530914	MTNR1B	1
48	48	GO:0002792	negative regulation of peptide secretion	1/2	44/14419	0.006093957635216363	0.01506242358893101	0.001573415079599061	MTNR1B	1
48	48	GO:0031018	endocrine pancreas development	1/2	45/14419	0.0062322402150236655	0.015118953114224079	0.0015793201324621373	CLOCK	1
48	48	GO:0002066	columnar/cuboidal epithelial cell development	1/2	50/14419	0.0069235088091553765	0.016490539163624623	0.0017225954931869834	CLOCK	1
48	48	GO:0098900	regulation of action potential	1/2	52/14419	0.007199948904519693	0.016842737615929998	0.0017593860105029322	MTNR1B	1
48	48	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	1/2	53/14419	0.007338154521710938	0.01686488144463391	0.0017616991464864673	MTNR1B	1
48	48	GO:0071479	cellular response to ionizing radiation	1/2	61/14419	0.008443453127472633	0.018992821023866645	0.001983982911291815	CLOCK	1
48	48	GO:0019229	regulation of vasoconstriction	1/2	62/14419	0.008581572161721396	0.018992821023866645	0.001983982911291815	MTNR1B	1
48	48	GO:0050709	negative regulation of protein secretion	1/2	63/14419	0.008719681575643401	0.018992821023866645	0.001983982911291815	MTNR1B	1
48	48	GO:0032922	circadian regulation of gene expression	1/2	64/14419	0.008857781369238094	0.018992821023866645	0.001983982911291815	CLOCK	1
48	48	GO:0046888	negative regulation of hormone secretion	1/2	65/14419	0.00899587154250625	0.018992821023866645	0.001983982911291815	MTNR1B	1
48	48	GO:0019226	transmission of nerve impulse	1/2	66/14419	0.009133952095447317	0.018992821023866645	0.001983982911291815	MTNR1B	1
48	48	GO:0050795	regulation of behavior	1/2	68/14419	0.009410084340348512	0.019261266384150863	0.00201202461224557	MTNR1B	1
48	48	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	1/2	71/14419	0.009824210555247515	0.019773523842358844	0.0020655348328699474	CLOCK	1
48	48	GO:0002067	glandular epithelial cell differentiation	1/2	72/14419	0.009962233386226593	0.019773523842358844	0.0020655348328699474	CLOCK	1
48	48	GO:0019935	cyclic-nucleotide-mediated signaling	1/2	76/14419	0.01051422850687389	0.020521156234480004	0.0021436322301987953	MTNR1B	1
48	48	GO:0031016	pancreas development	1/2	77/14419	0.010652203236218627	0.020521156234480004	0.0021436322301987953	CLOCK	1
48	48	GO:0042310	vasoconstriction	1/2	81/14419	0.011204005950326112	0.02127137361583653	0.0022219996545269176	MTNR1B	1
48	48	GO:0006473	protein acetylation	1/2	93/14419	0.012858490541260759	0.02406374658435942	0.002513689880246464	CLOCK	1
48	48	GO:0031644	regulation of nervous system process	1/2	108/14419	0.014924648163718524	0.027270508166482438	0.0028486669840439675	MTNR1B	1
48	48	GO:0042303	molting cycle	1/2	111/14419	0.015337619939382208	0.027270508166482438	0.0028486669840439675	CLOCK	1
48	48	GO:0042633	hair cycle	1/2	111/14419	0.015337619939382208	0.027270508166482438	0.0028486669840439675	CLOCK	1
48	48	GO:0030518	intracellular steroid hormone receptor signaling pathway	1/2	113/14419	0.015612886354856359	0.027270508166482438	0.0028486669840439675	CLOCK	1
48	48	GO:0051224	negative regulation of protein transport	1/2	113/14419	0.015612886354856359	0.027270508166482438	0.0028486669840439675	MTNR1B	1
48	48	GO:1904950	negative regulation of establishment of protein localization	1/2	116/14419	0.01602571382561524	0.02752904128453139	0.002875673255917301	MTNR1B	1
48	48	GO:0002065	columnar/cuboidal epithelial cell differentiation	1/2	119/14419	0.016438454713431527	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:0000077	DNA damage checkpoint signaling	1/2	120/14419	0.016576015768716368	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:0050729	positive regulation of inflammatory response	1/2	123/14419	0.016988641212609235	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:0010212	response to ionizing radiation	1/2	128/14419	0.017676157879224386	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:0043401	steroid hormone mediated signaling pathway	1/2	128/14419	0.017676157879224386	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:0031570	DNA integrity checkpoint signaling	1/2	129/14419	0.017813632351566522	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:0051092	positive regulation of NF-kappaB transcription factor activity	1/2	131/14419	0.018088552435269967	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:0043543	protein acylation	1/2	132/14419	0.018225998046631164	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:1903531	negative regulation of secretion by cell	1/2	134/14419	0.01850086040837251	0.02752904128453139	0.002875673255917301	MTNR1B	1
48	48	GO:0001508	action potential	1/2	135/14419	0.01863827715875288	0.02752904128453139	0.002875673255917301	MTNR1B	1
48	48	GO:0035270	endocrine system development	1/2	135/14419	0.01863827715875288	0.02752904128453139	0.002875673255917301	CLOCK	1
48	48	GO:0035296	regulation of tube diameter	1/2	136/14419	0.018775684288806493	0.02752904128453139	0.002875673255917301	MTNR1B	1
48	48	GO:0097746	blood vessel diameter maintenance	1/2	136/14419	0.018775684288806493	0.02752904128453139	0.002875673255917301	MTNR1B	1
48	48	GO:0035150	regulation of tube size	1/2	137/14419	0.018913081798533016	0.02752904128453139	0.002875673255917301	MTNR1B	1
48	48	GO:0043524	negative regulation of neuron apoptotic process	1/2	148/14419	0.02042381946394356	0.02940132252501765	0.003071251047209558	MTNR1B	1
48	48	GO:0051048	negative regulation of secretion	1/2	151/14419	0.02083563680037137	0.029668135009224453	0.0030991221785449403	MTNR1B	1
48	48	GO:0071478	cellular response to radiation	1/2	160/14419	0.0220705693119978	0.031088651396470022	0.003247508783881963	CLOCK	1
48	48	GO:0009755	hormone-mediated signaling pathway	1/2	179/14419	0.024675090051792026	0.034045055223610635	0.003556333611144542	CLOCK	1
48	48	GO:0042770	signal transduction in response to DNA damage	1/2	180/14419	0.024812073887459096	0.034045055223610635	0.003556333611144542	CLOCK	1
48	48	GO:0000075	cell cycle checkpoint signaling	1/2	181/14419	0.024949048102798632	0.034045055223610635	0.003556333611144542	CLOCK	1
48	48	GO:0071383	cellular response to steroid hormone stimulus	1/2	191/14419	0.026318261138214782	0.03554321865057873	0.0037128311969266644	CLOCK	1
48	48	GO:1903828	negative regulation of protein localization	1/2	194/14419	0.026728837452464016	0.035729364349722306	0.0037322759063591	MTNR1B	1
48	48	GO:0002064	epithelial cell development	1/2	205/14419	0.02823354317286708	0.03735953692571301	0.003902563117993324	CLOCK	1
48	48	GO:0043523	regulation of neuron apoptotic process	1/2	212/14419	0.029190477096161183	0.03823952499597115	0.003994486339474688	MTNR1B	1
48	48	GO:0042593	glucose homeostasis	1/2	219/14419	0.030146939623433844	0.03851595691872738	0.00402336231372805	MTNR1B	1
48	48	GO:0033500	carbohydrate homeostasis	1/2	220/14419	0.03028353864602229	0.03851595691872738	0.00402336231372805	MTNR1B	1
48	48	GO:0051091	positive regulation of DNA-binding transcription factor activity	1/2	220/14419	0.03028353864602229	0.03851595691872738	0.00402336231372805	CLOCK	1
48	48	GO:1903522	regulation of blood circulation	1/2	232/14419	0.0319219765315778	0.04020941274650665	0.004200260069944448	MTNR1B	1
48	48	GO:1901988	negative regulation of cell cycle phase transition	1/2	240/14419	0.03301349882912452	0.04118826996776488	0.0043025111256001876	CLOCK	1
48	48	GO:0003018	vascular process in circulatory system	1/2	243/14419	0.033422660955309325	0.04130536401080681	0.004314742725114411	MTNR1B	1
48	48	GO:0051402	neuron apoptotic process	1/2	256/14419	0.03519469632144001	0.043088833814099455	0.004501043307218102	MTNR1B	1
48	48	GO:0010948	negative regulation of cell cycle process	1/2	279/14419	0.03832585299999913	0.04622482201090853	0.00482862744991411	CLOCK	1
48	48	GO:0019932	second-messenger-mediated signaling	1/2	280/14419	0.0384618748029697	0.04622482201090853	0.00482862744991411	MTNR1B	1
48	48	GO:0009416	response to light stimulus	1/2	293/14419	0.04022928279182969	0.04790941859754263	0.005004599773146277	CLOCK	1
48	48	GO:0071214	cellular response to abiotic stimulus	1/2	302/14419	0.04145192052559399	0.0484839427576144	0.005064614349931596	CLOCK	1
48	48	GO:0104004	cellular response to environmental stimulus	1/2	302/14419	0.04145192052559399	0.0484839427576144	0.005064614349931596	CLOCK	1
48	48	GO:0048545	response to steroid hormone	1/2	309/14419	0.04240232224687823	0.04915667446319512	0.005134887649831551	CLOCK	1
48	48	GO:0030522	intracellular receptor signaling pathway	1/2	316/14419	0.04335225257214126	0.0498170621662325	0.005203871499887686	CLOCK	1
49	49	GO:0050911	detection of chemical stimulus involved in sensory perception of smell	1/1	75/14419	0.005201470282266474	0.013512263911043229	NA	OR13C4	1
49	49	GO:0007608	sensory perception of smell	1/1	97/14419	0.0067272348983977714	0.013512263911043229	NA	OR13C4	1
49	49	GO:0050907	detection of chemical stimulus involved in sensory perception	1/1	103/14419	0.007143352520979196	0.013512263911043229	NA	OR13C4	1
49	49	GO:0009593	detection of chemical stimulus	1/1	134/14419	0.009293293570982852	0.013512263911043229	NA	OR13C4	1
49	49	GO:0007606	sensory perception of chemical stimulus	1/1	145/14419	0.01005617587904839	0.013512263911043229	NA	OR13C4	1
49	49	GO:0050906	detection of stimulus involved in sensory perception	1/1	167/14419	0.01158194049517991	0.013512263911043229	NA	OR13C4	1
49	49	GO:0051606	detection of stimulus	1/1	278/14419	0.019280116512934264	0.019280116512934264	NA	OR13C4	1
51	51	GO:0009636	response to toxic substance	2/2	191/14419	1.745608327955332e-4	0.010473649967731992	9.187412252396484e-4	CYGB/ADAMTS13	2
51	51	GO:0010764	negative regulation of fibroblast migration	1/2	11/14419	0.001525235498148203	0.02495493574290064	0.002189029451131635	CYGB	1
51	51	GO:0015669	gas transport	1/2	12/14419	0.0016638355487453849	0.02495493574290064	0.002189029451131635	CYGB	1
51	51	GO:0072537	fibroblast activation	1/2	14/14419	0.00194100678895881	0.02495493574290064	0.002189029451131635	CYGB	1
51	51	GO:0035864	response to potassium ion	1/2	15/14419	0.0020795779785750534	0.02495493574290064	0.002189029451131635	ADAMTS13	1
51	51	GO:0043171	peptide catabolic process	1/2	21/14419	0.0029108030894063885	0.027012002156376336	0.002369473873366345	ADAMTS13	1
51	51	GO:0032965	regulation of collagen biosynthetic process	1/2	30/14419	0.004156991383583053	0.027012002156376336	0.002369473873366345	CYGB	1
51	51	GO:0071353	cellular response to interleukin-4	1/2	31/14419	0.0042954086479676246	0.027012002156376336	0.002369473873366345	ADAMTS13	1
51	51	GO:0070670	response to interleukin-4	1/2	33/14419	0.004572214315756273	0.027012002156376336	0.002369473873366345	ADAMTS13	1
51	51	GO:0010712	regulation of collagen metabolic process	1/2	34/14419	0.0047106027191603506	0.027012002156376336	0.002369473873366345	CYGB	1
51	51	GO:0010762	regulation of fibroblast migration	1/2	37/14419	0.00512571020741015	0.027012002156376336	0.002369473873366345	CYGB	1
51	51	GO:0032964	collagen biosynthetic process	1/2	39/14419	0.005402400431275267	0.027012002156376336	0.002369473873366345	CYGB	1
51	51	GO:0014075	response to amine	1/2	46/14419	0.006370513174503767	0.02940236849770969	0.002579155131378043	ADAMTS13	1
51	51	GO:0010761	fibroblast migration	1/2	51/14419	0.007061733667000802	0.030264572858574867	0.0026547870928574444	CYGB	1
51	51	GO:0098869	cellular oxidant detoxification	1/2	74/14419	0.010238250187204256	0.036623213862437	0.003212562619512017	CYGB	1
51	51	GO:0071346	cellular response to type II interferon	1/2	86/14419	0.01189354288560407	0.036623213862437	0.003212562619512017	ADAMTS13	1
51	51	GO:1990748	cellular detoxification	1/2	88/14419	0.01216929031742664	0.036623213862437	0.003212562619512017	CYGB	1
51	51	GO:0032963	collagen metabolic process	1/2	90/14419	0.012444999267941514	0.036623213862437	0.003212562619512017	CYGB	1
51	51	GO:0097237	cellular response to toxic substance	1/2	96/14419	0.013271895231637965	0.036623213862437	0.003212562619512017	CYGB	1
51	51	GO:0019395	fatty acid oxidation	1/2	99/14419	0.013685213339072022	0.036623213862437	0.003212562619512017	CYGB	1
51	51	GO:0098754	detoxification	1/2	99/14419	0.013685213339072022	0.036623213862437	0.003212562619512017	CYGB	1
51	51	GO:0007229	integrin-mediated signaling pathway	1/2	102/14419	0.014098444863563708	0.036623213862437	0.003212562619512017	ADAMTS13	1
51	51	GO:0034341	response to type II interferon	1/2	102/14419	0.014098444863563708	0.036623213862437	0.003212562619512017	ADAMTS13	1
51	51	GO:0034440	lipid oxidation	1/2	106/14419	0.0146492855449748	0.036623213862437	0.003212562619512017	CYGB	1
51	51	GO:0030168	platelet activation	1/2	123/14419	0.016988641212609235	0.04077273891026216	0.0035765560447598385	ADAMTS13	1
52	52	GO:0045039	protein insertion into mitochondrial inner membrane	1/1	13/14419	9.01588182259494e-4	0.011900964005824834	NA	TRMT10B	1
52	52	GO:0051204	protein insertion into mitochondrial membrane	1/1	31/14419	0.0021499410500034344	0.011900964005824834	NA	TRMT10B	1
52	52	GO:0090151	establishment of protein localization to mitochondrial membrane	1/1	34/14419	0.0023579998612940356	0.011900964005824834	NA	TRMT10B	1
52	52	GO:0007007	inner mitochondrial membrane organization	1/1	39/14419	0.002704764546778371	0.011900964005824834	NA	TRMT10B	1
52	52	GO:0030488	tRNA methylation	1/1	39/14419	0.002704764546778371	0.011900964005824834	NA	TRMT10B	1
52	52	GO:0051205	protein insertion into membrane	1/1	66/14419	0.004577293848394448	0.014318714089849425	NA	TRMT10B	1
52	52	GO:0001510	RNA methylation	1/1	84/14419	0.0058256467161383885	0.014318714089849425	NA	TRMT10B	1
52	52	GO:0006400	tRNA modification	1/1	86/14419	0.005964352590332123	0.014318714089849425	NA	TRMT10B	1
52	52	GO:0006626	protein targeting to mitochondrion	1/1	100/14419	0.006935293709688595	0.014318714089849425	NA	TRMT10B	1
52	52	GO:0007006	mitochondrial membrane organization	1/1	105/14419	0.00728205839517293	0.014318714089849425	NA	TRMT10B	1
52	52	GO:0072655	establishment of protein localization to mitochondrion	1/1	115/14419	0.007975587766141934	0.014318714089849425	NA	TRMT10B	1
52	52	GO:0008033	tRNA processing	1/1	122/14419	0.008461058325820114	0.014318714089849425	NA	TRMT10B	1
52	52	GO:0070585	protein localization to mitochondrion	1/1	122/14419	0.008461058325820114	0.014318714089849425	NA	TRMT10B	1
52	52	GO:0009451	RNA modification	1/1	160/14419	0.011096469935501507	0.016873161637218845	NA	TRMT10B	1
52	52	GO:0006839	mitochondrial transport	1/1	170/14419	0.011789999306470622	0.016873161637218845	NA	TRMT10B	1
52	52	GO:0006399	tRNA metabolic process	1/1	184/14419	0.012760940425827094	0.016873161637218845	NA	TRMT10B	1
52	52	GO:0043414	macromolecule methylation	1/1	188/14419	0.013038352174214562	0.016873161637218845	NA	TRMT10B	1
52	52	GO:0090150	establishment of protein localization to membrane	1/1	245/14419	0.016991469588736985	0.01991524341055839	NA	TRMT10B	1
52	52	GO:0032259	methylation	1/1	248/14419	0.017199528400027697	0.01991524341055839	NA	TRMT10B	1
52	52	GO:0006605	protein targeting	1/1	300/14419	0.020805881129065895	0.022886469241972487	NA	TRMT10B	1
52	52	GO:0034470	ncRNA processing	1/1	406/14419	0.028157292461335803	0.028781468895207718	NA	TRMT10B	1
52	52	GO:0072594	establishment of protein localization to organelle	1/1	415/14419	0.028781468895207718	0.028781468895207718	NA	TRMT10B	1
53	53	GO:2001032	regulation of double-strand break repair via nonhomologous end joining	1/2	24/14419	0.003326285770408055	0.020412611783028185	0.0016528430593545091	AUNIP	1
53	53	GO:2000780	negative regulation of double-strand break repair	1/2	32/14419	0.004433816292025772	0.020412611783028185	0.0016528430593545091	AUNIP	1
53	53	GO:0045738	negative regulation of DNA repair	1/2	34/14419	0.0047106027191603506	0.020412611783028185	0.0016528430593545091	AUNIP	1
53	53	GO:0006303	double-strand break repair via nonhomologous end joining	1/2	61/14419	0.008443453127472633	0.027441222664286058	0.002221961349334904	AUNIP	1
53	53	GO:2000779	regulation of double-strand break repair	1/2	124/14419	0.017126163786585935	0.03544391730504168	0.0028699528182219987	AUNIP	1
53	53	GO:0051053	negative regulation of DNA metabolic process	1/2	129/14419	0.017813632351566522	0.03544391730504168	0.0028699528182219987	AUNIP	1
53	53	GO:0000724	double-strand break repair via homologous recombination	1/2	161/14419	0.022207735933876926	0.03544391730504168	0.0028699528182219987	AUNIP	1
53	53	GO:0000725	recombinational repair	1/2	165/14419	0.02275630621812419	0.03544391730504168	0.0028699528182219987	AUNIP	1
53	53	GO:0007051	spindle organization	1/2	178/14419	0.024538096595798087	0.03544391730504168	0.0028699528182219987	AUNIP	1
53	53	GO:0006282	regulation of DNA repair	1/2	204/14419	0.028096799845374387	0.03652583979898671	0.0029575578784604623	AUNIP	1
53	53	GO:0006302	double-strand break repair	1/2	284/14419	0.03900586581158105	0.04593584910078475	0.003719501951480547	AUNIP	1
53	53	GO:0006310	DNA recombination	1/2	309/14419	0.04240232224687823	0.04593584910078475	0.003719501951480547	AUNIP	1
54	54	GO:0000028	ribosomal small subunit assembly	1/2	15/14419	0.0020795779785750534	0.020305431720301748	0.0026717673316186507	MRPS7	1
54	54	GO:1902004	positive regulation of amyloid-beta formation	1/2	17/14419	0.0023566914968267128	0.020305431720301748	0.0026717673316186507	SLC2A13	1
54	54	GO:1902993	positive regulation of amyloid precursor protein catabolic process	1/2	22/14419	0.0030493069367338865	0.020305431720301748	0.0026717673316186507	SLC2A13	1
54	54	GO:1902003	regulation of amyloid-beta formation	1/2	34/14419	0.0047106027191603506	0.020305431720301748	0.0026717673316186507	SLC2A13	1
54	54	GO:1902991	regulation of amyloid precursor protein catabolic process	1/2	40/14419	0.005540731112717356	0.020305431720301748	0.0026717673316186507	SLC2A13	1
54	54	GO:0034205	amyloid-beta formation	1/2	42/14419	0.005817363614621041	0.020305431720301748	0.0026717673316186507	SLC2A13	1
54	54	GO:0050435	amyloid-beta metabolic process	1/2	50/14419	0.0069235088091553765	0.020305431720301748	0.0026717673316186507	SLC2A13	1
54	54	GO:0042987	amyloid precursor protein catabolic process	1/2	53/14419	0.007338154521710938	0.020305431720301748	0.0026717673316186507	SLC2A13	1
54	54	GO:0042255	ribosome assembly	1/2	55/14419	0.007614536895113155	0.020305431720301748	0.0026717673316186507	MRPS7	1
54	54	GO:0042982	amyloid precursor protein metabolic process	1/2	71/14419	0.009824210555247515	0.02102845701374778	0.0027669022386510238	SLC2A13	1
54	54	GO:0010232	vascular transport	1/2	76/14419	0.01051422850687389	0.02102845701374778	0.0027669022386510238	SLC2A13	1
54	54	GO:0150104	transport across blood-brain barrier	1/2	76/14419	0.01051422850687389	0.02102845701374778	0.0027669022386510238	SLC2A13	1
54	54	GO:0042274	ribosomal small subunit biogenesis	1/2	98/14419	0.013547450256920945	0.025010677397392517	0.0032908786049200673	MRPS7	1
54	54	GO:0032543	mitochondrial translation	1/2	128/14419	0.017676157879224386	0.03030198493581323	0.003987103281028056	MRPS7	1
54	54	GO:0034250	positive regulation of amide metabolic process	1/2	151/14419	0.02083563680037137	0.0331058539679967	0.004356033416841671	SLC2A13	1
54	54	GO:0140053	mitochondrial gene expression	1/2	160/14419	0.0220705693119978	0.0331058539679967	0.004356033416841671	MRPS7	1
54	54	GO:0022618	protein-RNA complex assembly	1/2	187/14419	0.025770691367971943	0.03582090264430171	0.004713276663723909	MRPS7	1
54	54	GO:0071826	protein-RNA complex organization	1/2	195/14419	0.026865676983226283	0.03582090264430171	0.004713276663723909	MRPS7	1
54	54	GO:0003018	vascular process in circulatory system	1/2	243/14419	0.033422660955309325	0.04221809804881178	0.005555012901159444	SLC2A13	1
